ID,Name,Year,Rank,Average,Bayes average,Users rated,URL,Thumbnail,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5,recommendation6,recommendation7,recommendation8,recommendation9,recommendation10,recommendation11,recommendation12,recommendation13,recommendation14,recommendation15,recommendation16,recommendation17,recommendation18,recommendation19,recommendation20,recommendation21,recommendation22,recommendation23,recommendation24,recommendation25,recommendation26,recommendation27,recommendation28
155426,Castles of Mad King Ludwig,2014,150,7.54,7.379,23077,/boardgame/155426/castles-mad-king-ludwig,https://cf.geekdo-images.com/xkOTIpxwGQN4iyvbeqnytQ__micro/img/9hTaiYv-iwJx5gwpTAbLeV9XjJ8=/fit-in/64x64/filters:strip_icc()/pic1961827.jpg,123260,110327,157354,170042,97842,183394,,,,,,,,,,,,,,,,,,,,,,
221194,Dinosaur Island,2017,151,7.68,7.378,13044,/boardgame/221194/dinosaur-island,https://cf.geekdo-images.com/hLJv1A1TwrMrLLIJhVpKVA__micro/img/2q4ZXl47RT-ehH3NTN5WBzp--BI=/fit-in/64x64/filters:strip_icc()/pic3429338.png,170042,172287,195421,197376,279254,201825,169426,172818,283393,183394,133848,318084,329465,258036,248490,286096,328871,110327,169786,244521,199792,265736,155426,265402,216600,246684,301255,157354
70149,Ora et Labora,2011,152,7.7,7.378,10111,/boardgame/70149/ora-et-labora,https://cf.geekdo-images.com/MLvyN4VJ3QNXBKxli8XLiA__micro/img/9X7D00vKQZ4sKrVD2LRjUIV5Lwk=/fit-in/64x64/filters:strip_icc()/pic5089618.jpg,35677,172386,159675,42052,144733,102680,127060,95527,109276,73439,39683,143693,203993,122515,144592,55600,126042,154809,217780,193738,159508,66589,171623,28720,104006,300322,207691,125153
103343,A Game of Thrones: The Board Game (Second Edition),2011,153,7.58,7.375,30183,/boardgame/103343/game-thrones-board-game-second-edition,https://cf.geekdo-images.com/M_7UvwZvuxBVjxdadsa5AA__micro/img/x2rrNnIkbPJ6WRK4RUR-zi_0qPg=/fit-in/64x64/filters:strip_icc()/pic1077906.jpg,54998,115746,175155,77130,187645,233078,,,,,,,,,,,,,,,,,,,,,,
283948,Marco Polo II: In the Service of the Khan,2019,154,8.09,7.374,4619,/boardgame/283948/marco-polo-ii-service-khan,https://cf.geekdo-images.com/DAgjwjk6qi1VSzv31MPKaQ__micro/img/jApcI3qW4_leFXUw0ZH4Z7k9C2M=/fit-in/64x64/filters:strip_icc()/pic4970011.png,308765,244711,171623,126163,203993,229853,,,,,,,,,,,,,,,,,,,,,,
463,Magic: The Gathering,1993,155,7.54,7.368,34273,/boardgame/463/magic-gathering,https://cf.geekdo-images.com/CxJmNl4wR4InjqyNrMdBTw__micro/img/2KwThQyxR7-2gJiClbhVHH4q2j0=/fit-in/64x64/filters:strip_icc()/pic163749.jpg,257501,147020,40692,36218,31481,174430,,,,,,,,,,,,,,,,,,,,,,
39463,Cosmic Encounter,2008,156,7.54,7.368,28749,/boardgame/39463/cosmic-encounter,https://cf.geekdo-images.com/S8cE-Ld7XP5sVz-upKJ-Bg__micro/img/FgIh_ZojT_pTwaVROFnSpE2T0WU=/fit-in/64x64/filters:strip_icc()/pic1521633.jpg,182134,176920,171131,31481,150376,110327,521,127023,82168,157969,156129,209010,41114,20437,37111,237182,245655,72125,206718,170216,40692,169786,171668,155624,193042,15062,202408,166384
282524,Horrified,2019,157,7.79,7.367,9471,/boardgame/282524/horrified,https://cf.geekdo-images.com/SoClIcwjDo_iZs0idVikDw__micro/img/crkkHGsjssAoafxkIgWEmRrfa88=/fit-in/64x64/filters:strip_icc()/pic4848330.jpg,343562,302388,248490,272738,254386,370913,298047,358816,280789,350755,136063,271869,329465,306709,310632,295374,342070,199042,65244,232832,197376,150658,340677,233020,298069,221194,340325,265736
188920,This War of Mine: The Board Game,2017,158,7.81,7.365,9801,/boardgame/188920/war-mine-board-game,https://cf.geekdo-images.com/gQOQW7p1RWHzY54Lrs-_pA__micro/img/i83NwyHeRGbOAKsPQZZyQ0DEn2E=/fit-in/64x64/filters:strip_icc()/pic3315915.jpg,311988,121921,167355,269385,264220,255984,,,,,,,,,,,,,,,,,,,,,,
199561,Sagrada,2017,159,7.52,7.364,30123,/boardgame/199561/sagrada,https://cf.geekdo-images.com/PZt3EAAGV3dFIVuwMR0AEw__micro/img/2cQEToClZgtLT-oBM_2CH4wq7rs=/fit-in/64x64/filters:strip_icc()/pic3525224.jpg,256226,283155,287954,265736,274960,295947,266524,244521,266192,314491,258036,244228,260180,297978,163412,228504,281259,232219,298065,298069,232043,270970,346965,54043,270673,199792,209685,201825
14105,Commands & Colors: Ancients,2006,160,7.78,7.359,8155,/boardgame/14105/commands-colors-ancients,https://cf.geekdo-images.com/qcASDsV-0eNBVipfPhxs7A__micro/img/7sPXRlSq_lQuWl56TEFkW0ee4yo=/fit-in/64x64/filters:strip_icc()/pic132447.jpg,62222,37836,3685,259066,21050,17396,,,,,,,,,,,,,,,,,,,,,,
25021,Sekigahara: The Unification of Japan,2011,161,8.03,7.357,4810,/boardgame/25021/sekigahara-unification-japan,https://cf.geekdo-images.com/eMJAona-uXwh6t2AcugGEg__micro/img/IbGLMnQuMlEBC2TONqvtLHbEzP8=/fit-in/64x64/filters:strip_icc()/pic1063508.jpg,40354,164949,12333,111799,206480,132018,,,,,,,,,,,,,,,,,,,,,,
123260,Suburbia,2012,162,7.51,7.354,22455,/boardgame/123260/suburbia,https://cf.geekdo-images.com/1YcHesB7LRvCF8i9vgH7qw__micro/img/RcbDE5V0Sq6fJAJ69iUFtdH5G64=/fit-in/64x64/filters:strip_icc()/pic6009608.png,157354,155426,110327,132531,170042,164928,176396,176494,97207,183394,97842,148949,84876,318084,124361,102794,126163,234487,31481,167791,206718,193738,157809,128621,246684,68448,35677,183840
31627,Ticket to Ride: Nordic Countries,2007,163,7.64,7.352,12302,/boardgame/31627/ticket-ride-nordic-countries,https://cf.geekdo-images.com/uiLW4kCvt86Tz2woZmIN5g__micro/img/_taodevE-4YoRQ231J4JwiwB7b0=/fit-in/64x64/filters:strip_icc()/pic369616.jpg,30549,225244,199561,256226,155426,822,,,,,,,,,,,,,,,,,,,,,,
256916,Concordia Venus,2018,164,8.35,7.352,3206,/boardgame/256916/concordia-venus,https://cf.geekdo-images.com/36WIe0ZHkp5OvHOlB-8vog__micro/img/7lY7AE0KsFAO2svml1DMpa20-kg=/fit-in/64x64/filters:strip_icc()/pic4356580.jpg,224517,220308,341169,177736,183394,167791,193738,164928,316554,124361,317985,200680,286749,169786,342942,247763,251247,102794,276025,229853,159675,266810,184267,125153,284378,284818,185343,300322
195421,Near and Far,2017,165,7.77,7.349,8288,/boardgame/195421/near-and-far,https://cf.geekdo-images.com/lm8OOgJupqd3Q-fZ3DsQhw__micro/img/WLjudvcO2mm4wpAyc2LifG9Y7aA=/fit-in/64x64/filters:strip_icc()/pic3605785.jpg,197376,172818,221194,169426,248490,172287,266507,110327,133848,170042,302723,329465,201825,161936,209010,201808,328871,194607,270971,169786,232405,155426,141423,233371,258036,150376,283393,279254
223321,Detective: A Modern Crime Board Game,2018,166,7.82,7.346,8268,/boardgame/223321/detective-modern-crime-board-game,https://cf.geekdo-images.com/wJphcoCCYScWCNkE32D_hw__micro/img/vPFHWXhhlyjMU0xg8FF_yuf-zOo=/fit-in/64x64/filters:strip_icc()/pic5756205.jpg,299255,300300,146508,293531,239188,302098,,,,,,,,,,,,,,,,,,,,,,
104006,Village,2011,167,7.52,7.344,21128,/boardgame/104006/village,https://cf.geekdo-images.com/5FBIAvZi3Sw8dvmfwwJTjg__micro/img/JzEMolI9R4zQqrQ4aQEa3YlTky8=/fit-in/64x64/filters:strip_icc()/pic2760568.jpg,148949,171623,144344,136888,172386,102680,227789,127060,159508,35677,66188,206941,140620,164928,25554,176494,126163,24480,39683,203993,229220,217780,193738,144733,159675,234487,245638,156943
21050,Combat Commander: Europe,2006,168,7.95,7.343,5568,/boardgame/21050/combat-commander-europe,https://cf.geekdo-images.com/uKaL10FK-u9wfYyK6MQaNg__micro/img/Pm-brm-9Pa2sOYk5Xg5pxyovwes=/fit-in/64x64/filters:strip_icc()/pic992459.jpg,28181,14105,214234,144189,62222,251747,165872,62227,91,11825,84419,127518,180199,259066,132028,132018,242722,91080,39217,206509,163154,206480,286344,29603,193728,165967,242520,111799
296151,Viscounts of the West Kingdom,2020,169,7.99,7.342,5330,/boardgame/296151/viscounts-west-kingdom,https://cf.geekdo-images.com/kMgSC_kRlJWt3KLj5y0BxQ__micro/img/l2onqayLE2q8yx6KlE44hagURks=/fit-in/64x64/filters:strip_icc()/pic5230695.png,266810,350316,247763,305096,301880,265402,,,,,,,,,,,,,,,,,,,,,,
126042,Nations,2013,170,7.63,7.341,11473,/boardgame/126042/nations,https://cf.geekdo-images.com/-hn7gA50ci0n7j9u_-jHhA__micro/img/wqK9XigibGoPnVnMR9XimKtdtdI=/fit-in/64x64/filters:strip_icc()/pic1591406.png,35677,72225,172386,42052,144344,63628,70149,192836,39938,120677,102680,73439,39683,109276,127060,124361,104006,193738,233398,105551,122515,126163,144733,55600,171623,131287,159675,31260
171131,Captain Sonar,2016,171,7.55,7.341,17328,/boardgame/171131/captain-sonar,https://cf.geekdo-images.com/eVy9IyAVtzzKv2VvPHFPbA__micro/img/HAHURwXhFgjHGTMBGw3vJqd7A7k=/fit-in/64x64/filters:strip_icc()/pic3013621.png,156129,245655,178900,166384,150376,209778,193042,240980,242639,39463,181304,157969,198773,161936,225694,188834,155362,262543,147949,246784,143741,131357,175324,182134,41114,284083,244992,279537
239188,Chronicles of Crime,2018,172,7.74,7.34,16952,/boardgame/239188/chronicles-crime,https://cf.geekdo-images.com/1BMyuEwK0zV9005oYinYLw__micro/img/MZt1YCfdLXYetxeg7tZQaVOok1M=/fit-in/64x64/filters:strip_icc()/pic4317519.jpg,314040,161936,221107,328908,300300,302723,,,,,,,,,,,,,,,,,,,,,,
265188,Glen More II: Chronicles,2019,173,7.99,7.34,4971,/boardgame/265188/glen-more-ii-chronicles,https://cf.geekdo-images.com/sMRuph3HFUcaSpJZihGZKw__micro/img/b7d2RxKC4Rzxi6YD-aao6mvh_40=/fit-in/64x64/filters:strip_icc()/pic5841874.jpg,247763,228341,311193,250458,304420,266810,308765,233398,164928,182874,359438,229853,296151,298383,276025,332772,262215,163068,177478,297030,310873,343905,265402,351913,245638,301255,300322,322289
91,Paths of Glory,1999,174,8.06,7.338,4680,/boardgame/91/paths-glory,https://cf.geekdo-images.com/Ip4TygnwFxuR57Vky9ZeZA__micro/img/aU4MPqiG1FkiXWPOdkmwh9bSSiI=/fit-in/64x64/filters:strip_icc()/pic4490515.jpg,833,11825,1822,41066,242722,276386,,,,,,,,,,,,,,,,,,,,,,
224037,Codenames: Duet,2017,175,7.54,7.334,16547,/boardgame/224037/codenames-duet,https://cf.geekdo-images.com/0d1EaMVmAiIBROI2QstFSQ__micro/img/adCgMexDsSnafr71XQ9K72pcEGE=/fit-in/64x64/filters:strip_icc()/pic3596681.jpg,178900,161936,209778,254640,284083,198773,244521,244992,30549,275467,324856,199561,181304,329839,239188,192291,262543,263918,244522,156129,279537,274960,266192,225694,301767,39856,193042,98778
182631,Star Realms: Colony Wars,2015,176,7.85,7.333,6684,/boardgame/182631/star-realms-colony-wars,https://cf.geekdo-images.com/FKEjArvFzBTpPJRvU34t8A__micro/img/7QrQVS8Wdk14vfKHa-D9tLgcZ4A=/fit-in/64x64/filters:strip_icc()/pic4324043.jpg,230253,147020,198994,175621,244115,463,163967,209418,40834,198773,268201,36218,328871,205398,274637,182134,40692,233371,201808,167791,122522,194607,132531,143884,173346,191189,169786,478
283155,Calico,2020,177,7.78,7.331,8201,/boardgame/283155/calico,https://cf.geekdo-images.com/t8bTlZmxz6PiskMSjcBHcw__micro/img/kO7NQ8e42oC6yjjk-dvGpGjNjGo=/fit-in/64x64/filters:strip_icc()/pic4815033.jpg,314491,295947,199561,287954,265736,260180,256226,274960,266524,334065,346965,244521,266192,297978,298069,298065,284742,336986,281259,258036,228504,199792,368017,328871,312484,329465,263918,356033
317985,Beyond the Sun,2020,178,8.01,7.33,4690,/boardgame/317985/beyond-sun,https://cf.geekdo-images.com/BfEHqHQAvZLbRX7y7e9TWg__micro/img/RgHc2PFvpz3xxRPRg5v7d46JQNc=/fit-in/64x64/filters:strip_icc()/pic5617866.jpg,177736,342942,193738,220308,276025,231733,,,,,,,,,,,,,,,,,,,,,,
245638,Coimbra,2018,179,7.67,7.33,9639,/boardgame/245638/coimbra,https://cf.geekdo-images.com/JJFHx0RiUBYdy9bHAgVSuA__micro/img/DCHbPk0jG0PdiVSloHcLQANF9Tc=/fit-in/64x64/filters:strip_icc()/pic3956079.jpg,250458,182874,203993,220877,234487,228341,164928,102680,244711,227789,304420,245934,229220,262215,283863,229853,193558,299960,247763,308765,126163,172386,256570,343905,217780,297030,300322,311193
308765,Praga Caput Regni,2020,180,8.11,7.326,4185,/boardgame/308765/praga-caput-regni,https://cf.geekdo-images.com/aUPeXVwc40xrgud2XeZwyA__micro/img/2qDcBn9aPOUARrzyHLxcjL8I53Y=/fit-in/64x64/filters:strip_icc()/pic5671087.png,247763,229853,310873,343905,304420,238799,276025,244711,298383,297030,355093,182874,351913,250458,306040,281442,311193,262215,283948,300322,269511,265188,359438,126163,299960,323156,364011,228341
146508,T.I.M.E Stories,2015,181,7.5,7.324,25010,/boardgame/146508/time-stories,https://cf.geekdo-images.com/XmwCsjQ3C1Ul53ZN2o8Q-Q__micro/img/YtUIC2NTWAyOpzANjbkNw_IbFAs=/fit-in/64x64/filters:strip_icc()/pic2617634.png,221107,161936,239188,314040,223321,2511,302723,318977,209778,245655,242639,150376,338834,181304,218074,259081,180263,171131,203420,195421,300300,37046,224037,121921,266507,124708,102548,209010
148228,Splendor,2014,182,7.44,7.323,64385,/boardgame/148228/splendor,https://cf.geekdo-images.com/rwOMxx4q5yuElIvo-1-OFw__micro/img/VaWkmRffgWdhbynm-GUM4anrlic=/fit-in/64x64/filters:strip_icc()/pic1904079.jpg,209685,230802,163412,54043,123540,204583,129622,233867,194655,219513,15512,822,191862,70919,9209,215311,218603,68448,70323,246192,242302,133473,266192,184921,180974,194594,192291,34635
189932,Tyrants of the Underdark,2016,183,7.91,7.321,5840,/boardgame/189932/tyrants-underdark,https://cf.geekdo-images.com/F58jczp5xk9CYFimrytXaw__micro/img/S5yF0dl-Z-ktI6iy6bL_f_Ny02Q=/fit-in/64x64/filters:strip_icc()/pic2801874.jpg,170216,169786,54998,316554,127023,205896,,,,,,,,,,,,,,,,,,,,,,
188,Go,2200,184,7.64,7.318,15486,/boardgame/188/go,https://cf.geekdo-images.com/6qAiZwWxSSKP2kFcA80cZg__micro/img/Ix921NmcSJyBLYXo0ZDAXMrNYpk=/fit-in/64x64/filters:strip_icc()/pic1728832.jpg,2397,2655,171,2346,1115,624,2093,2065,7854,2389,1295,2393,681,528,197405,2398,2181,31999,822,6887,925,2932,526,160477,527,1116,13,2453
215,Tichu,1991,185,7.58,7.318,13847,/boardgame/215/tichu,https://cf.geekdo-images.com/gz8_8iYP2SSGVAxpp7CwLg__micro/img/Zh8jmDHSaC7uODAT8h6CVmuS17c=/fit-in/64x64/filters:strip_icc()/pic5854968.png,118,291453,8129,11,12942,619,172,1107,354,12,42,345972,243430,203430,93,220,324345,28143,39242,63888,324856,223770,5782,284083,432,56692,760,180901
146886,La Granja,2014,186,7.66,7.317,9427,/boardgame/146886/la-granja,https://cf.geekdo-images.com/ufUK_7N_13rYhsIurbbtzg__micro/img/PZzTjwB7wFkr6oJINX9PJQAcAQI=/fit-in/64x64/filters:strip_icc()/pic2031777.jpg,216132,73439,196340,126163,171623,144733,122515,84876,193738,102794,143693,203993,177736,128271,229853,244711,35677,102680,120677,124361,276025,164928,172386,39683,156943,154809,182874,144344
12,Ra,1999,187,7.48,7.311,19729,/boardgame/12/ra,https://cf.geekdo-images.com/1m3z3iX0iVtII8AEMuWOeA__micro/img/O9udNR8diQK86psDm__DOc13cnc=/fit-in/64x64/filters:strip_icc()/pic3013552.jpg,220,118,47,337765,56692,140934,34219,300001,46,244331,93,172,291453,124361,112,521,42,43015,345972,206718,904,217372,244114,277597,2955,38863,203430,3228
822,Carcassonne,2000,188,7.42,7.308,108361,/boardgame/822/carcassonne,https://cf.geekdo-images.com/okM0dq_bEXnbyQTOvHfwRA__micro/img/VfLoKzfk3xj26ArmDu55qZ4sysw=/fit-in/64x64/filters:strip_icc()/pic6544250.png,129622,13,68448,163412,148228,230802,70323,98778,30549,54043,14996,34635,9209,133473,204583,15512,194655,6249,173346,36218,2655,209685,70919,218603,432,107529,50,4390
9209,Ticket to Ride,2004,189,7.41,7.306,75879,/boardgame/9209/ticket-ride,https://cf.geekdo-images.com/ZWJg0dCdrWHxVnc0eFXK8w__micro/img/79tvkijvf1wFKrKz-FWt77XdIbw=/fit-in/64x64/filters:strip_icc()/pic38668.jpg,133473,148228,30549,822,230802,218603,,,,,,,,,,,,,,,,,,,,,,
249259,War Chest,2018,190,7.95,7.3,5450,/boardgame/249259/war-chest,https://cf.geekdo-images.com/BryJNSSDbCohXeaJPx3tpw__micro/img/fqFw8SPfaDeem2tDIJZgKaOJzhA=/fit-in/64x64/filters:strip_icc()/pic4232048.png,262712,173346,108745,158600,366013,170216,237182,194655,317985,341169,274364,271324,169786,316554,182028,205398,293014,167791,364073,225694,129622,163412,312484,344258,230802,28143,84876,194594
194655,Santorini,2016,191,7.44,7.3,31321,/boardgame/194655/santorini,https://cf.geekdo-images.com/665Ply7Ho1WVf1v1iZlWeg__micro/img/Rm_hVQbgjC4GtGExcdX4LRUr9xU=/fit-in/64x64/filters:strip_icc()/pic3283110.png,218603,215311,160477,230802,148228,163412,54043,70323,70919,204583,192291,194594,209685,129622,133473,123540,173346,233867,30549,98778,180974,266192,242302,191862,822,293014,15512,155703
176189,Zombicide: Black Plague,2015,192,7.67,7.3,13657,/boardgame/176189/zombicide-black-plague,https://cf.geekdo-images.com/kVHuMBxmathfnq42XINBQg__micro/img/17IfAug85jPaAXn4YYcYgtnXHCY=/fit-in/64x64/filters:strip_icc()/pic2482309.jpg,224710,248065,197070,286751,315610,137988,331224,251723,113924,253344,161866,264164,172047,351817,273330,167355,205059,342848,310100,269385,192153,174430,291457,155068,188920,124708,232405,366023
129437,Legendary: A Marvel Deck Building Game,2012,193,7.56,7.299,20628,/boardgame/129437/legendary-marvel-deck-building-game,https://cf.geekdo-images.com/ZrRidumkzu62HuwKdgQpHA__micro/img/PVhHfqxWmkfiSLmmL8bXjBeiKZY=/fit-in/64x64/filters:strip_icc()/pic1430769.jpg,156689,210290,248158,125678,168584,146652,,,,,,,,,,,,,,,,,,,,,,
54998,Cyclades,2009,194,7.52,7.298,18804,/boardgame/54998/cyclades,https://cf.geekdo-images.com/6QbaJOS8acWkJ6gSYI0KaQ__micro/img/3_lU4yZ94uRNnejhaWhZMekSXgA=/fit-in/64x64/filters:strip_icc()/pic584779.jpg,127023,189932,103343,195539,205896,43111,170216,161970,155821,233247,72125,175155,169786,37111,187645,233078,182028,237182,40692,192457,115746,181279,246900,77130,299659,316554,176920,201808
109276,Kanban: Driver's Edition,2014,195,7.82,7.298,6163,/boardgame/109276/kanban-drivers-edition,https://cf.geekdo-images.com/rzSmS-GD8_pGl9bWo07FWQ__micro/img/tFCKrlvbsPKRolnHSutL5ZmAc2o=/fit-in/64x64/filters:strip_icc()/pic5638431.jpg,35677,70149,172386,144733,126042,122515,154809,193738,95527,73439,42052,102680,120677,146886,28720,126163,72225,124361,127060,159675,131287,159508,216132,217780,203993,220308,125153,161533
242302,Space Base,2018,196,7.6,7.296,11024,/boardgame/242302/space-base,https://cf.geekdo-images.com/yk9yv8hNWlNesafgXAKNDA__micro/img/pn85RaBnGIvPBLOXDfXXJItQ5b4=/fit-in/64x64/filters:strip_icc()/pic4017302.jpg,246192,215311,233867,251412,184921,219513,230802,281259,209685,148228,300877,293014,218603,295486,123540,366013,271324,300442,245654,253759,204583,241724,194655,194594,266192,266524,172081,218121
188834,Secret Hitler,2016,197,7.55,7.289,20662,/boardgame/188834/secret-hitler,https://cf.geekdo-images.com/rAQ3hIXoH6xDcj41v9iqCg__micro/img/6NTv7tbuyr7OxNYMGKkC2tTj4Ek=/fit-in/64x64/filters:strip_icc()/pic5164305.jpg,147949,131357,171131,198773,181304,277085,240980,156129,178900,262543,244992,128882,260605,39856,200847,155362,157969,298638,41114,143741,175324,150376,273477,166384,245655,237182,225694,92415
7854,YINSH,2003,198,7.7,7.289,7784,/boardgame/7854/yinsh,https://cf.geekdo-images.com/a9Dco_g83IUWxrpxsw8ibw__micro/img/ebUTrSgUqHu6JhsDhrDhzWunLRI=/fit-in/64x64/filters:strip_icc()/pic2844830.png,31999,528,197405,527,2346,217083,272380,2655,36235,188,19764,38545,8203,6830,140934,760,521,244114,160477,18833,56692,2955,166669,112,12,34219,47,9674
9216,Goa,2004,199,7.58,7.288,11075,/boardgame/9216/goa,https://cf.geekdo-images.com/9sbSKcc-Fm8Od5wwuf3kgg__micro/img/82J531OMC1pTtolXwo-4ulMQPtM=/fit-in/64x64/filters:strip_icc()/pic1215969.jpg,55670,555,25554,66589,96913,18602,,,,,,,,,,,,,,,,,,,,,,
268864,Undaunted: Normandy,2019,200,7.85,7.288,6200,/boardgame/268864/undaunted-normandy,https://cf.geekdo-images.com/iCd6hMGDzsQ_UXh00iKsJA__micro/img/3ITi_VQsI8NSalmzaOYcG_kjHLQ=/fit-in/64x64/filters:strip_icc()/pic4602347.jpg,290359,258210,354570,260428,362944,115746,274364,187645,366495,233247,237182,177590,338957,169786,316554,12333,271896,318184,189932,162886,295262,170216,232405,233078,10630,249259,246900,199478
555,The Princes of Florence,2000,201,7.53,7.288,14765,/boardgame/555/princes-florence,https://cf.geekdo-images.com/yshiqrUPxndthguBgp3NKw__micro/img/XS2aIJpGaH7afM8nTt2s7BtryDg=/fit-in/64x64/filters:strip_icc()/pic1306997.jpg,9216,18602,25554,54,3076,5404,,,,,,,,,,,,,,,,,,,,,,
156129,Deception: Murder in Hong Kong,2014,202,7.49,7.284,17795,/boardgame/156129/deception-murder-hong-kong,https://cf.geekdo-images.com/1COY3oeK9aN2_XNimKaNww__micro/img/uH-G0ydUSiNTfVBdoFv_Vy1zGLI=/fit-in/64x64/filters:strip_icc()/pic3033330.jpg,171131,262543,157969,166384,178900,131357,,,,,,,,,,,,,,,,,,,,,,
169426,Roll Player,2016,203,7.51,7.281,15511,/boardgame/169426/roll-player,https://cf.geekdo-images.com/enmQAOQl99U6wiQvZoL5GQ__micro/img/z4AffmYyVibrMQn4YhLrJ2TvFZQ=/fit-in/64x64/filters:strip_icc()/pic2556921.jpg,328871,329465,221194,197376,195421,270844,216600,201825,248490,245961,194607,172287,170042,266507,201808,172818,199792,163967,279254,283393,233371,240855,244521,110327,216734,183394,258036,265736
192291,Sushi Go Party!,2016,204,7.45,7.281,25656,/boardgame/192291/sushi-go-party,https://cf.geekdo-images.com/2f9uTicUSXkdPp2Yks6zFw__micro/img/bcGCmb0wFkHaWhw4TgIxWtX6cA4=/fit-in/64x64/filters:strip_icc()/pic5885689.jpg,133473,194655,30549,178900,230802,218603,163412,232832,148228,266192,70323,160477,129622,54043,9209,215311,92415,199561,198773,209685,254640,98778,131357,194594,266524,70919,224037,260605
232832,Century: Golem Edition,2017,205,7.69,7.28,8321,/boardgame/232832/century-golem-edition,https://cf.geekdo-images.com/1bihoShOuqaCuZJXB3Q2gQ__micro/img/mjGDvIorbud6mGigKnjLH2ekdzw=/fit-in/64x64/filters:strip_icc()/pic3936124.jpg,192291,283619,312318,194655,266524,266192,265736,258036,218603,281259,215311,260605,160477,199561,194594,30549,70323,298069,244521,242302,274960,133473,296912,283155,230802,254386,232414,295374
155068,Arcadia Quest,2014,206,7.68,7.273,9563,/boardgame/155068/arcadia-quest,https://cf.geekdo-images.com/8qyLCqvdZkSpT2lEbwVpeg__micro/img/8iZ2JWbOrUORY-kskMXQuPIa20Q=/fit-in/64x64/filters:strip_icc()/pic2305263.jpg,181524,179803,257193,172047,192457,196202,209010,198830,216734,146439,202408,160499,205896,150376,174430,172287,155624,170416,124708,170216,163602,232405,37046,195421,110327,181279,176920,127023
209418,Dominion (Second Edition),2016,207,7.9,7.27,5549,/boardgame/209418/dominion-second-edition,https://cf.geekdo-images.com/4dmyKfqQm_uxA1-chh4JeQ__micro/img/30Z5fqm3-dLTz1eWj_G9NN2Z43I=/fit-in/64x64/filters:strip_icc()/pic3187001.jpg,316377,40834,271320,13,183394,36218,199792,167791,200680,266192,30549,341169,205398,233371,169786,201808,244521,328871,162886,14996,198928,256916,316554,192291,173346,178900,237182,463
31481,Galaxy Trucker,2007,208,7.39,7.268,30891,/boardgame/31481/galaxy-trucker,https://cf.geekdo-images.com/gLFt1Kif5Cfag505_COYYw__micro/img/ASahw-52DR8YMBuZEKT0IMfTR98=/fit-in/64x64/filters:strip_icc()/pic3926631.jpg,36218,40692,68448,132531,31260,38453,110327,28143,155426,30549,39463,15062,37111,72125,123260,182134,37046,171668,70323,129622,97207,2651,113294,178900,521,169786,120677,128621
158600,Hanamikoji,2013,209,7.53,7.266,12868,/boardgame/158600/hanamikoji,https://cf.geekdo-images.com/uiVZ7QVfRFQx3EBG8eDU8w__micro/img/r_l4DZAV17oE9_lEaqlAccTdCNY=/fit-in/64x64/filters:strip_icc()/pic6339446.png,163412,230802,54043,173346,264241,262712,364073,232219,118048,148228,293014,209685,194655,274960,324856,271324,233867,219513,266192,129622,284083,161417,295486,366013,172,191862,249259,15512
128621,Viticulture,2013,210,7.56,7.266,11134,/boardgame/128621/viticulture,https://cf.geekdo-images.com/WrnWFA1Sysm3-nQyBe1sUA__micro/img/9VtWtRAgJR0iCHf2vNdT8GFmfes=/fit-in/64x64/filters:strip_icc()/pic2619743.jpg,102794,84876,167791,183394,68448,177736,132531,342942,193738,286096,266192,317985,126163,236457,312484,341169,155426,169786,157354,173346,164928,231733,216132,120677,262712,110327,123260,28143
20551,Shogun,2006,211,7.53,7.266,13118,/boardgame/20551/shogun,https://cf.geekdo-images.com/j6UzppDoJv9tKHQl-pWpIw__micro/img/hRYLArQb0yagWbKaDb419uzaUaU=/fit-in/64x64/filters:strip_icc()/pic3336315.jpg,25613,31260,3076,120677,18602,72125,126042,182028,93,39938,31594,2651,28143,22545,40765,45315,97207,62219,126163,124361,27833,73439,193738,122515,35677,144733,84876,43015
27833,Steam,2009,212,7.58,7.266,9752,/boardgame/27833/steam,https://cf.geekdo-images.com/IB38fOp0mTvFuvfdHczf0Q__micro/img/EDtwxaag6f945ox_dgEeKDl0PbA=/fit-in/64x64/filters:strip_icc()/pic392515.jpg,2651,43015,28720,31260,122515,18602,35677,3076,17133,19857,124361,62219,120677,126042,93,66589,24181,25613,28143,73439,39938,54138,144733,8217,20551,31594,70149,42052
199478,Flamme Rouge,2016,213,7.53,7.265,13799,/boardgame/199478/flamme-rouge,https://cf.geekdo-images.com/sUrK5CCscls-tTc2hJWDPg__micro/img/PTlyXvh_tmf5UpHHNWxbslhusrc=/fit-in/64x64/filters:strip_icc()/pic3482521.jpg,198928,260428,258210,274364,171668,31481,246784,28023,176494,123260,157354,177639,40692,131366,30549,68448,232043,155426,217372,124361,140934,148949,110327,201808,244521,39856,169786,180593
198994,Hero Realms,2016,214,7.58,7.263,13814,/boardgame/198994/hero-realms,https://cf.geekdo-images.com/6xc4TuJynN5o_ZF0fHOdAA__micro/img/eam3ZSSq-J6bUY8ee_oZRs7CQDc=/fit-in/64x64/filters:strip_icc()/pic6162556.png,147020,163967,201808,244115,233371,191189,291457,374173,217861,285984,169426,216734,328871,154203,309630,260428,331787,176165,285192,293889,192153,342848,191597,192458,266507,201921,189932,316554
